2019-12-30 13:33:37+00:00; alexandregarcia; Minha resposta às mulheres. E a uma operadora de call center https://t.co/3OaOyOiQxO via @YouTube; 19; 84; 1048; 0; https://twitter.com/alexandregarcia/status/1211641492009373696; None; None
2019-08-11 16:10:08+00:00; alexandregarcia; @paleixo84 Nero Moura é da minha Cachoeira. Comandante dos que mais missões cumpriram nos céus da Itália. Os insuperáveis “Senta a Púa”.; 0; 0; 8; 0; https://twitter.com/alexandregarcia/status/1160584190011871233; None; None
2019-08-11 15:05:36+00:00; alexandregarcia; Quase meio-dia. Milhares de famílias se preparam para lotar restaurantes no Dia dos Pais. Nos restaurantes, milhares de pais se preparam para servir as famílias, longe de seus filhos. São os garçons. Hoje é DIA DO GARÇOM. Obrigado, Garçom! https://t.co/LQhwLmDbFY; 51; 251; 3294; 10; https://twitter.com/alexandregarcia/status/1160567949297508352; None; None
2019-08-11 15:04:27+00:00; alexandregarcia; Quase meio-dia. Milhares de famílias se preparam para lotar restaurantes no Dia dos Pais. Nos restaurantes, milhares de pais se preparam para servir as famílias, longe de seus filhos. São os garçons. Hoje é DIA DO GARÇOM. Obrigado, Garçom! https://t.co/gz13tiezK6; 298; 1486; 20105; 61; https://twitter.com/alexandregarcia/status/1160567662298226688; None; None
2019-08-11 11:36:11+00:00; alexandregarcia; No “Dia do Papai”, a lembrança. De Amor e de Trabalho. Coração-no-coração/Mão-na-mão do microfone. https://t.co/aXupGOJNSK; 111; 204; 4614; 3; https://twitter.com/alexandregarcia/status/1160515247788179457; None; None
2019-08-11 01:18:49+00:00; alexandregarcia; Itália já fez: https://t.co/eJZpFMoYuZ https://t.co/2kcDlDUZN4; 33; 244; 2394; 6; https://twitter.com/alexandregarcia/status/1160359884115853312; None; https://twitter.com/SF_Moro/status/1160318145397174273
2019-08-11 01:07:20+00:00; alexandregarcia; Tenho saudade do seu pai, um amigo sempre atencioso e um homem íntegro de caráter. https://t.co/MAtZhNNZW7; 43; 285; 4381; 4; https://twitter.com/alexandregarcia/status/1160356994831835138; None; https://twitter.com/tumaoficial/status/1160354225781530625
2019-08-11 01:05:16+00:00; alexandregarcia; Se quiser acompanhar um papo de meia hora sobre vinho, em uma vinícola familiar gaúcha, chegue-se a nós: https://t.co/VL0ziSJMEh; 17; 62; 1017; 5; https://twitter.com/alexandregarcia/status/1160356473735647237; None; None
2019-08-10 23:10:50+00:00; alexandregarcia; Num 8 de maio, prestei honras a Max Wolf, no lugar onde o herói tombou. https://t.co/24GGG0ihDb https://t.co/5CNQmAnqNo; 34; 87; 1290; 2; https://twitter.com/alexandregarcia/status/1160327676542017537; None; https://twitter.com/GeneralMourao/status/1160235315279405057
2019-08-10 21:20:11+00:00; alexandregarcia; Estavam sequestrando nossos cérebros. No meu artigo semanal, publicado em 20 jornais: https://t.co/0pqwF5ULGk; 99; 635; 3763; 26; https://twitter.com/alexandregarcia/status/1160299831857991681; None; None
2019-08-10 20:20:40+00:00; alexandregarcia; Sábado, a las cinco de la tarde - na casa de (outro)Garcia. https://t.co/uqr20IxSZP; 50; 96; 1808; 3; https://twitter.com/alexandregarcia/status/1160284850504523776; None; None
2019-08-10 17:30:25+00:00; alexandregarcia; A florada do Ipê Amarelo(assim, com inicial maiúscula, pois está se comunicando). Bom fim-de-semana para você! https://t.co/4U0dLc1mq4; 119; 113; 2237; 4; https://twitter.com/alexandregarcia/status/1160242008075771904; None; None
2019-08-10 17:07:00+00:00; alexandregarcia; @correio “Grande parte do oxigênio que respiramos vem de lá”. Sua santidade perdeu a aula de fotossíntese na Biologia do seminário.; 14; 25; 135; 1; https://twitter.com/alexandregarcia/status/1160236114336210944; None; None
2019-08-10 16:52:47+00:00; alexandregarcia; @lucimarliotto Mais uma?; 13; 17; 229; 0; https://twitter.com/alexandregarcia/status/1160232535135346688; None; None
2019-08-10 16:51:38+00:00; alexandregarcia; @oswaldojor Mas “elo de conexão” é dose...; 85; 145; 3318; 6; https://twitter.com/alexandregarcia/status/1160232249213837312; None; None
2019-08-10 16:44:39+00:00; alexandregarcia; @xicograziano Embrapa é a varinha mágica que tocou a terra brasileira e ela floresceu.; 14; 87; 1808; 3; https://twitter.com/alexandregarcia/status/1160230490445635584; None; None
2019-08-10 15:27:24+00:00; alexandregarcia; Leo, indeciso entre o queijo e a tequila. https://t.co/rdkxokuHIv; 123; 61; 1842; 5; https://twitter.com/alexandregarcia/status/1160211048064016384; None; None
2019-08-10 01:01:22+00:00; alexandregarcia; @luciano_hang Doril com sumiu não dá rima para nós gaúchos. Hahaha!; 142; 134; 3221; 44; https://twitter.com/alexandregarcia/status/1159993103639597056; None; None
2019-08-10 00:59:24+00:00; alexandregarcia; @GeneralMourao Pedro Teixeira - por causa dele, a Amazônia é nossa.; 45; 230; 4053; 6; https://twitter.com/alexandregarcia/status/1159992609940676608; None; None
2019-08-10 00:57:00+00:00; alexandregarcia; @lilian_tahan Putz! A Encol me pegou mas dessa já estou com a escritura.; 8; 11; 393; 1; https://twitter.com/alexandregarcia/status/1159992005142777856; None; None
2019-08-10 00:53:05+00:00; alexandregarcia; @mileta_one A culpa não é dos estagiários. É que faltou a aula da vírgula no Fundamental. No meu tempo havia isso no Grupo Escolar e a professora era da Escola Normal.; 20; 6; 407; 0; https://twitter.com/alexandregarcia/status/1159991019829694465; None; None
2019-08-10 00:46:30+00:00; alexandregarcia; @pefabiodemelo E a limonada que se faz com o limão azedo?; 115; 171; 4740; 9; https://twitter.com/alexandregarcia/status/1159989364174270464; None; None
2019-08-10 00:37:39+00:00; alexandregarcia; Para você se divertir nesta noite de sexta-feira. No jornal de hoje. Mesmo interessado por anatomia, não conhecia esta região do corpo. https://t.co/3DK2Ou1qp1; 525; 441; 5183; 63; https://twitter.com/alexandregarcia/status/1159987136961097728; None; None
2019-08-09 02:05:47+00:00; alexandregarcia; Leis penais precisam ser mudadas para não continuarmos a passar vergonha: https://t.co/CEHmp6cZ3Z; 189; 1144; 8834; 39; https://twitter.com/alexandregarcia/status/1159646929120374785; None; None
2019-08-08 03:03:31+00:00; alexandregarcia; Boas notícias para quem está pendurado no cheque especial. E Lula ainda não vai para Tremembé. https://t.co/rdR38Hp5bR; 139; 379; 4212; 11; https://twitter.com/alexandregarcia/status/1159299071070429184; None; None
2019-08-07 20:58:44+00:00; alexandregarcia; O sol se despede nesta quarta-feira de agosto em Bento Gonçalves RS. https://t.co/sH3a9brMsH; 159; 192; 5716; 13; https://twitter.com/alexandregarcia/status/1159207267658547203; None; None
2019-08-07 11:55:45+00:00; alexandregarcia; Uma tonelada e meia de maconha e um grande lobby: https://t.co/BW14bGMUCw; 51; 386; 3259; 11; https://twitter.com/alexandregarcia/status/1159070623945187329; None; None
2019-08-07 00:18:15+00:00; alexandregarcia; Em Bento Gonçalves, prato entre panelas e taça. Carpe noctem! https://t.co/VTioHW0Bn3; 243; 124; 4737; 13; https://twitter.com/alexandregarcia/status/1158895092599578628; None; None
2019-08-06 02:10:32+00:00; alexandregarcia; A MP da liberdade econômica é uma revolução ainda abafada pelo boicote https://t.co/hs4v2tw4EI; 71; 1257; 7363; 24; https://twitter.com/alexandregarcia/status/1158560960795283456; None; None
2019-08-05 14:33:07+00:00; alexandregarcia; Sai agora da RST 453, trecho Venâncio Aires-Lajeado. Em vez de ter pago o pedágio de 7 reais, deveria receber desculpas da concessionária pela buraqueira constante no péssimo asfalto.; 281; 1194; 11967; 44; https://twitter.com/alexandregarcia/status/1158385449607553027; None; None
2019-08-04 22:05:43+00:00; alexandregarcia; O repórter foi fiel ao que eu disse: https://t.co/dMo5zMOHpb; 94; 380; 3570; 10; https://twitter.com/alexandregarcia/status/1158136963624574976; None; None
2019-08-03 17:26:05+00:00; alexandregarcia; Uma conspiração fácil de entender. No meu artigo semanal: https://t.co/OLvBOVtaYW; 209; 1282; 7627; 65; https://twitter.com/alexandregarcia/status/1157704201469923329; None; None
2019-08-03 17:17:45+00:00; alexandregarcia; Comilanças prazerosas em Santa Cruz do Sul, eisbein, feijoada, vinho e amigos, que são o melhor da vida: https://t.co/ZobgRPBYw3; 250; 274; 6666; 17; https://twitter.com/alexandregarcia/status/1157702106750603264; None; None
2019-08-02 22:56:35+00:00; alexandregarcia; @garciajulia Bela tirada essa de abrir ligando Colônia a “catedral do counterstrike”!; 3; 15; 487; 0; https://twitter.com/alexandregarcia/status/1157424986178686979; None; None
2019-08-02 19:21:28+00:00; alexandregarcia; @MoniqueCheker @folha Faltou o @MPF_PGR informar na nota oficial que a inamovibilidade está no parágrafo 5º, I b, do art 128. (e não “128 I b” apenas - do jeito que está, vamos para o Ministério Público do Trabalho).; 75; 567; 5848; 23; https://twitter.com/alexandregarcia/status/1157370850695438337; None; None
2019-08-02 16:28:47+00:00; alexandregarcia; Médicos cubanos, que vergonha para o Brasil; matador no trânsito: Brasil modelo de impunidade. Eu na cidade de minha mãe, com a tristeza da saudade estampada na cara: https://t.co/kqusAgfaqs; 113; 562; 6461; 9; https://twitter.com/alexandregarcia/status/1157327394182766592; None; None
2019-07-31 23:31:47+00:00; alexandregarcia; Avisem aí nas escolas de jornalismo que estrangular e enforcar não são sinônimos.; 732; 3328; 34511; 117; https://twitter.com/alexandregarcia/status/1156709069190770688; None; None
2019-07-31 12:45:34+00:00; alexandregarcia; Dad ouviu meu apelo. E descobriu muito mais. No Correio Braziliense de hoje: https://t.co/CUZSf2wmsS https://t.co/X5rdkmsTe4; 210; 1347; 8670; 56; https://twitter.com/alexandregarcia/status/1156546445014646784; None; https://twitter.com/alexandregarcia/status/1154915297800986625
2019-07-30 00:04:16+00:00; alexandregarcia; @DurvalJunior14 Parabéns pelo resultado. Resgate de uma história gloriosa e seu lado triste. Não temos o hábito de eternizar vitórias e seus atores.; 0; 0; 8; 0; https://twitter.com/alexandregarcia/status/1155992466677358594; None; None
2019-07-29 00:45:29+00:00; alexandregarcia; Reencontro o Giovanni Sulla no filme “Navalha - Um Batalhão Brasileiro na Linha Gótica” no History Channel. https://t.co/wMFYrjhKgV; 48; 94; 2002; 4; https://twitter.com/alexandregarcia/status/1155640451677982720; None; None
2019-07-29 00:06:27+00:00; alexandregarcia; Já leu meu artigo sobre o Brasil que nos impuseram? https://t.co/33iZOL0wMW; 138; 562; 4496; 27; https://twitter.com/alexandregarcia/status/1155630629368795136; None; None
2019-07-28 20:05:10+00:00; alexandregarcia; @neemiascf Se você se refere ao segundo acento grave indicando crase, está. Eu vou ver o programa; não vou ajudá-lo.; 3; 0; 19; 0; https://twitter.com/alexandregarcia/status/1155569908090118144; None; None
2019-07-28 17:27:28+00:00; alexandregarcia; Paulo Fona será o novo Secretário de Imprensa da Presidência da República.  Substituição inteligente. É prático, direto e experiente. Ajudou os governadores Roriz(PMDB, etc), Yeda Crusius(PSDB) e Rollemberg (PSB) e estava na liderança do PSB no Senado. Profissional e pragmático.; 305; 921; 9717; 35; https://twitter.com/alexandregarcia/status/1155530222323884034; None; None
2019-07-28 17:17:01+00:00; alexandregarcia; Milton Jung(1935-2019), imortal Correspondente Renner da Guaíba, que nos pautava na sucursal de Porto Alegre do Jornal do Brasil. O rádio ficou maior como ele. Agora se foi no corpo; fica nos feitos e na memória.; 46; 319; 4758; 6; https://twitter.com/alexandregarcia/status/1155527593304702976; None; None
2019-07-28 17:09:27+00:00; alexandregarcia; @lucimarliotto @BruceWayne_7K @TrumpThatcher Túnel à esquerda.; 10; 6; 102; 0; https://twitter.com/alexandregarcia/status/1155525687568195584; None; None
2019-07-28 01:50:51+00:00; alexandregarcia; @Miltonneves Certamente que filmou não foi o pai nem a mãe.; 253; 145; 5125; 7; https://twitter.com/alexandregarcia/status/1155294514397028353; None; None
2019-07-28 01:47:43+00:00; alexandregarcia; @garciajulia Uau! Na bancada, grandes amigos. E a produção super!; 5; 10; 772; 0; https://twitter.com/alexandregarcia/status/1155293727499411456; None; None
2019-07-27 23:48:21+00:00; alexandregarcia; Amanhã, domingo, 28, às 20h40m, no History Channel, vou assistir à história do terceiro batalhão do 6RI na Linha Gótica. https://t.co/0ahOOLpN3n; 55; 177; 2558; 3; https://twitter.com/alexandregarcia/status/1155263686224818178; None; None
2019-07-27 22:14:03+00:00; alexandregarcia; @luciano_hang Imagine uns mil desse tipo de empresário.; 298; 749; 12503; 25; https://twitter.com/alexandregarcia/status/1155239954408230914; None; None
2019-07-27 16:54:13+00:00; alexandregarcia; @bbcbrasil Vejam os túmulos gaúchos: “Johannes Silva, Ludwig Oliveira, Heinrich Pereira, Georg Silveira”.; 2; 20; 462; 0; https://twitter.com/alexandregarcia/status/1155159466201010176; None; None
2019-07-27 16:47:28+00:00; alexandregarcia; @silvioluiz “Rechiflado en mi tristeza...” Meu pai, narrador esportivo, cantava o Mano a Mano inteirinho. https://t.co/Jh1TaFI2WF; 8; 8; 375; 1; https://twitter.com/alexandregarcia/status/1155157768267079680; None; None
2019-07-27 16:36:42+00:00; alexandregarcia; @diogomainardi Oi, @diogomainardi , você notou o “APESAR de ser jornalista”? O que significa isso?; 273; 548; 8043; 25; https://twitter.com/alexandregarcia/status/1155155061166747648; None; None
2019-07-27 16:30:34+00:00; alexandregarcia; @silvioluiz De quem era o ouro? Cadê a guia de transporte internacional?; 139; 334; 4064; 27; https://twitter.com/alexandregarcia/status/1155153513686720512; None; None
2019-07-27 00:48:12+00:00; alexandregarcia; Que horror de tradução na tv. A narradora diz “tierra roja” e a legenda traduz por “terra roxa”. É no Paraná.; 272; 373; 7769; 32; https://twitter.com/alexandregarcia/status/1154916362017497088; None; None
2019-07-27 00:43:58+00:00; alexandregarcia; @anadubeux @correio Diz que é jornalista, mas escreveu “fui comunicada”. Aí, Dad!; 403; 1286; 14798; 57; https://twitter.com/alexandregarcia/status/1154915297800986625; None; None
2019-07-26 23:37:39+00:00; alexandregarcia; @karinagdaniel @allexfeittosa Shirley Temple?; 5; 0; 39; 0; https://twitter.com/alexandregarcia/status/1154898606081679360; None; None
2019-07-26 23:27:46+00:00; alexandregarcia; Que cena maravilhosa! A lei chega e os bandidos são presos. Final feliz após um longo tempo de trevas. https://t.co/qFIvawcXmu; 254; 1825; 12212; 60; https://twitter.com/alexandregarcia/status/1154896118674808844; None; https://twitter.com/lucimarliotto/status/1154856170680700929
2019-07-26 23:22:53+00:00; alexandregarcia; @larosa_filippo E vicino, anche nel Tevere, Sant’Angelo: https://t.co/3kBt72ZTIh; 9; 4; 288; 1; https://twitter.com/alexandregarcia/status/1154894890289025024; None; None
2019-07-26 17:26:09+00:00; alexandregarcia; 6. O setor agropecuário foi o segundo que mais abriu emprego nos seis primeiros meses deste governo. https://t.co/yFZNewJgOV; 47; 688; 5104; 20; https://twitter.com/alexandregarcia/status/1154805113745227776; None; https://twitter.com/xicograziano/status/1154729918242217985
2019-07-26 17:23:26+00:00; alexandregarcia; Ironia: Foro de São Paulo defende para a América Latina na reunião em Caracas o sistema que ali mesmo na Venezuela prova que é um fracasso totalitário e desumano. Nas rádios hoje: https://t.co/EJ6NZtfIxj; 120; 1634; 8455; 44; https://twitter.com/alexandregarcia/status/1154804433219391491; None; None
2019-07-26 12:10:07+00:00; alexandregarcia; Altri tempi: jornalistas envergando o uniforme do EB. Entre outros: Rubem Braga, o de bigode, foi ferido; Joel Silveira, sentado, recebeu a ordem de seu chefe, Chateaubriand: “não me morra!”. À esquerda de Joel, Egydio Squeff, de O Globo, acompanhou a heróica tomada de Montese. https://t.co/9BqAjFt7Ke; 87; 633; 5214; 22; https://twitter.com/alexandregarcia/status/1154725584490160128; None; https://twitter.com/exercitooficial/status/1154093799808782336
2019-07-26 04:24:08+00:00; alexandregarcia; John Glenn. O primeiro americano a orbitar a Terrra, em 1962. Ela escreve em qualquer temperatura e posição e mesmo sem gravidade. Me deu nos anos 80, quando o entrevistei.; 704; 995; 23293; 51; https://twitter.com/alexandregarcia/status/1154608314258526208; None; None
2019-07-26 04:23:47+00:00; alexandregarcia; Ganhei está caneta do Glenn https://t.co/1tMrLtwQym; 1004; 729; 16688; 75; https://twitter.com/alexandregarcia/status/1154608227272843264; None; None
