2020-12-08 22:53:14+00:00; lauraabcarvalho; @Spossas Bom ve-la por aqui professora!; 0; 0; 0; 0; https://twitter.com/lauraabcarvalho/status/1336443748931297289; None; None
2020-09-03 19:29:29+00:00; lauraabcarvalho; Nesse episódio em que falo do desenho do Renda Brasil, @RenanQuinalha falou dos problemas envolvendo o afastamento de Witzel e discutiu de forma mais ampla as origens e as falhas do foro privilegiado https://t.co/6dva05ZRAE; 5; 9; 68; 0; https://twitter.com/lauraabcarvalho/status/1301603238655991809; None; https://twitter.com/entretanto_pod/status/1301475028446457856
2020-09-03 18:49:58+00:00; lauraabcarvalho; @BernardiniJean @antonioguterres @AminaJMohammed Obrigada, Jean; 0; 0; 4; 0; https://twitter.com/lauraabcarvalho/status/1301593296125530119; None; None
2020-09-03 18:31:58+00:00; lauraabcarvalho; Thank you Deputy Secretary General @AminaJMohammed and others at the UN SG for the invitation to this great panel today https://t.co/WNztsJkRrb; 0; 0; 60; 0; https://twitter.com/lauraabcarvalho/status/1301588766600114178; None; https://twitter.com/AminaJMohammed/status/1301580210320670726
2020-09-03 17:36:48+00:00; lauraabcarvalho; Queria tanto estar agora criticando elementos no desenho de um plano de recuperação verde pós-pandemia em vez de fazer contas pra ver se vai sobrar recurso no Orçamento enviado pro mero funcionamento da máquina pública em 2021 https://t.co/SVcAKxISmJ; 10; 36; 374; 1; https://twitter.com/lauraabcarvalho/status/1301574879515471872; None; https://twitter.com/ojblanchard1/status/1301573508745617409
2020-09-03 16:59:09+00:00; lauraabcarvalho; @FlavioTimar Fico super feliz, Flavio!; 0; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1301565407476822018; None; None
2020-09-03 16:55:27+00:00; lauraabcarvalho; Fui lembrada hoje desses parágrafos do último capítulo do meu livro Curto-Circuito, escrito em junho. Parece que faz tempo, mas não tava tão difícil de enxergar as contradições crescentes no bolsonarismo https://t.co/xhahxlUX9J; 6; 12; 119; 1; https://twitter.com/lauraabcarvalho/status/1301564474009288705; None; None
2020-09-03 16:35:45+00:00; lauraabcarvalho; @AndreNahoum Eu costumo citar quando introduzo as origens e funções da moeda; 1; 0; 6; 0; https://twitter.com/lauraabcarvalho/status/1301559516144824320; None; None
2020-09-03 15:33:51+00:00; lauraabcarvalho; Não conheço nenhuma evidência de relação negativa entre tamanho do Estado e crescimento econômico. É mesmo o Ministério da Ideologia https://t.co/y7bHwW5tHP; 144; 727; 4386; 63; https://twitter.com/lauraabcarvalho/status/1301543940026441729; None; None
2020-09-03 14:43:51+00:00; lauraabcarvalho; @TuiteThiago Sim!; 0; 0; 3; 0; https://twitter.com/lauraabcarvalho/status/1301531355642200065; None; None
2020-09-03 14:17:14+00:00; lauraabcarvalho; O antropólogo David Graeber nos ensinou, entre tantas outras coisas, que o dinheiro não surgiu naturalmente como forma de solucionar a dupla coincidência exigida em economias de escambo. Seu livro Dívida é simplesmente fenomenal. Mais um que perdemos cedo demais.; 20; 152; 1328; 7; https://twitter.com/lauraabcarvalho/status/1301524659440058368; None; None
2020-09-03 13:50:57+00:00; lauraabcarvalho; A nota mostra a redução na desigualdade causada pelas transferências de renda (Bolsa Família, BPC) e o impacto bem menor dos tributos diretos: há muito espaço para tornar os impostos sobre a renda e patrimônio mais redistributivos; 1; 8; 68; 0; https://twitter.com/lauraabcarvalho/status/1301518046444638209; None; None
2020-09-03 13:31:06+00:00; lauraabcarvalho; Meu orientando de Iniciação Científica Theo Ribas fez uma pesquisa usando os dados da última Pesquisa de Orçamento Familiar e acabou contribuindo com o @fernandogaiger nessa excelente nota técnica do IPEA sobre os impactos distributivos da política fiscal https://t.co/PvZj8n0b9I; 2; 19; 230; 1; https://twitter.com/lauraabcarvalho/status/1301513048163840001; None; None
2020-09-03 02:21:48+00:00; lauraabcarvalho; Tomorrow at 8am EDT I will take part in this panel organized by the UN Secretary General on a green economic recovery. Link below https://t.co/CfsHNdSRHI; 0; 2; 14; 0; https://twitter.com/lauraabcarvalho/status/1301344614838939649; None; None
2020-09-03 02:19:37+00:00; lauraabcarvalho; Lembrando que amanhã às 9h no horário de Brasília participarei desse debate organizado pela Secretaria Geral da ONU sobre uma recuperação verde e inclusiva da economia global. Link aí embaixo para assistir https://t.co/5lNS8kbkIl; 3; 18; 182; 0; https://twitter.com/lauraabcarvalho/status/1301344063682211840; None; None
2020-09-01 16:24:08+00:00; lauraabcarvalho; Mandei pra ela esses tuítes e ela disse que deu um conforto e que o pai deve estar pulando no céu. Que tristeza e que lindeza que foi isso.; 23; 33; 2914; 0; https://twitter.com/lauraabcarvalho/status/1300831816753057793; None; None
2020-09-01 15:49:53+00:00; lauraabcarvalho; Ela mandou um audio dizendo o pai já tinha o livro e adorava, mas que agora ela que vai ler e fazer perguntas pra entender. Estou impactada e resolvi tuitar a história e deixar aqui a minha homenagem ao Edson, pai dela.; 21; 75; 4661; 0; https://twitter.com/lauraabcarvalho/status/1300823197747744769; None; None
2020-09-01 15:49:52+00:00; lauraabcarvalho; Uma menina de 12 anos entrou em contato comigo porque chegou o Valsa Brasileira autografado que o pai dela ganhou em um sorteio. Ele não chegou a receber porque morreu de Covid-19 há 2 semanas 1/; 60; 301; 7256; 37; https://twitter.com/lauraabcarvalho/status/1300823195843469313; None; None
2020-08-31 21:36:30+00:00; lauraabcarvalho; @fefito Ai gente sem spoiler!!!!! :-); 1; 0; 0; 0; https://twitter.com/lauraabcarvalho/status/1300548040491753472; None; None
2020-08-31 21:36:07+00:00; lauraabcarvalho; @danielvcouri HBO; 1; 0; 1; 0; https://twitter.com/lauraabcarvalho/status/1300547944836407296; None; None
2020-08-31 21:33:19+00:00; lauraabcarvalho; Essa série é maravilhosa. Arrasada que hoje é o último episódio https://t.co/WpZCb7pbJs; 9; 2; 77; 0; https://twitter.com/lauraabcarvalho/status/1300547240759644163; None; https://twitter.com/fefito/status/1300505163975852039
2020-08-31 10:47:17+00:00; lauraabcarvalho; Parabéns @ufrj pelos 100 anos servindo a sociedade brasileira. Tive o privilégio de ter passado 6 (4 de graduação/2 de mestrado) aprendendo a ser quem sou no campus da Praia Vermelha. Mais do que uma alma mater: minha casa.; 12; 64; 1852; 5; https://twitter.com/lauraabcarvalho/status/1300384658132271106; None; None
2020-08-29 18:43:24+00:00; lauraabcarvalho; My new paper with Clara Brenck is now published at Structural Change and Economic Dynamics. The paper builds a Kaleckian model to study the relationship between wage inequality, employment composition and consumption patterns in Brazil in the 2000s https://t.co/22nKngkva8; 10; 27; 499; 2; https://twitter.com/lauraabcarvalho/status/1299779701611917314; None; None
2020-08-29 02:15:14+00:00; lauraabcarvalho; Congrats @IsabellaMWeber for the amazing line-up — and thanks again for the invitation! https://t.co/X55n00kWB0; 2; 2; 26; 0; https://twitter.com/lauraabcarvalho/status/1299531023496220674; None; https://twitter.com/IsabellaMWeber/status/1299437277660184580
2020-08-29 01:55:36+00:00; lauraabcarvalho; @thiamparo @SCEPA_economics @NSSRNews Por um curto período sim! Na verdade esse posto é a distância mas tenho também uma Visiting Fellowship em Princeton ano que vem se a pandemia deixar...; 2; 0; 21; 0; https://twitter.com/lauraabcarvalho/status/1299526079401598977; None; None
2020-08-29 01:40:49+00:00; lauraabcarvalho; I’m delighted to announce that I’ve accepted the invitation to join @SCEPA_economics as their Senior Fellow this year. I worked as a SCEPA RA in 2009-2012 and will be happy to engage with @NSSRNews’s community once again https://t.co/wWXHJRoJeW https://t.co/HfnJno9kNm; 14; 8; 497; 1; https://twitter.com/lauraabcarvalho/status/1299522362853994499; None; None
2020-08-27 15:34:31+00:00; lauraabcarvalho; Participarei desse painel de discussão de jovens economistas organizado pela Secretaria Geral da ONU sobre a recuperação sustentável da economia global no dia 3 às 9h no horário de Brasília. Inscrições aqui: https://t.co/JmI6JYrjxN https://t.co/Q9joFRmHrr; 0; 13; 115; 0; https://twitter.com/lauraabcarvalho/status/1299007391833509888; None; None
2020-08-26 19:00:43+00:00; lauraabcarvalho; Não sou adepta de argumentos de autoridade, mas tem dia que vejo uns comentários aqui no meu twitter ou de colegas pesquisadoras de outras áreas e só me lembro disso aqui https://t.co/f3H29Q8HNl; 11; 99; 1080; 6; https://twitter.com/lauraabcarvalho/status/1298696896740032513; None; None
2020-08-26 09:51:02+00:00; lauraabcarvalho; @PauloHDiniz1 Eu respondo emails dos alunos no mesmo dia, em geral. Ontem mesmo respondi uns 5.; 0; 0; 5; 0; https://twitter.com/lauraabcarvalho/status/1298558564886368256; None; None
2020-08-26 01:51:06+00:00; lauraabcarvalho; @torturra 😍; 2; 0; 8; 0; https://twitter.com/lauraabcarvalho/status/1298437785829990403; None; None
2020-08-26 00:43:36+00:00; lauraabcarvalho; Desculpa gente, eu juro que eu tento... https://t.co/gWApnjeHv4 https://t.co/IwvJCSo7Jk; 60; 5; 622; 50; https://twitter.com/lauraabcarvalho/status/1298420798135427074; None; https://twitter.com/crisnaumovs/status/1298416517063888897
2020-08-25 21:31:07+00:00; lauraabcarvalho; https://t.co/9k7iHw82K3; 0; 0; 26; 0; https://twitter.com/lauraabcarvalho/status/1298372359578095618; None; None
2020-08-25 21:29:58+00:00; lauraabcarvalho; My paper with @LaurenoAdriano and Gilberto Lima on an ABM evaluation of the expansionary austerity hypothesis has just been published at the special issue of journal Economia edited by @AndreaRoventini and others on Economic Complexity https://t.co/xDHJb6UWJb; 4; 11; 177; 1; https://twitter.com/lauraabcarvalho/status/1298372071022632960; None; None
2020-08-25 14:58:48+00:00; lauraabcarvalho; Finalmente fizemos o prometido episódio sobre a evolução dos direitos das mulheres e as desigualdades de gênero exacerbadas pela pandemia. https://t.co/79wSpW0miV; 2; 12; 176; 0; https://twitter.com/lauraabcarvalho/status/1298273629625491456; None; https://twitter.com/entretanto_pod/status/1298230723556581376
2020-08-24 19:11:28+00:00; lauraabcarvalho; @Vitorpestana @jcaetanoleite Ah é; 1; 0; 1; 0; https://twitter.com/lauraabcarvalho/status/1297974828020961281; None; None
2020-08-24 19:09:18+00:00; lauraabcarvalho; @jcaetanoleite abline (v=y) aí acho que lty=“dashed”; 3; 1; 23; 0; https://twitter.com/lauraabcarvalho/status/1297974280211267585; None; None
2020-08-24 18:16:33+00:00; lauraabcarvalho; Não sei vocês, mas eu ainda tenho muita vergonha alheia vendo essas coisas https://t.co/W4Ptajjdnh; 259; 758; 7469; 95; https://twitter.com/lauraabcarvalho/status/1297961005948035073; None; https://twitter.com/GCasaroes/status/1297923397012389890
2020-08-24 01:55:41+00:00; lauraabcarvalho; @fabiomalini Oba!; 0; 0; 6; 0; https://twitter.com/lauraabcarvalho/status/1297714164698435584; None; None
2020-08-24 01:51:42+00:00; lauraabcarvalho; Esperando o mapa do @fabiomalini; 3; 6; 209; 0; https://twitter.com/lauraabcarvalho/status/1297713161815162882; None; None
2020-08-24 01:43:11+00:00; lauraabcarvalho; Quando um tuíte que todo mundo fez tem mais de 25 mil likes é que o engajamento está grande. Parabéns pra essa rede hoje https://t.co/BANFQ1OZuZ; 34; 215; 4748; 4; https://twitter.com/lauraabcarvalho/status/1297711015535181825; None; https://twitter.com/lauraabcarvalho/status/1297648602119057411
2020-08-23 21:35:10+00:00; lauraabcarvalho; Presidente @jairbolsonaro, por que sua esposa Michelle recebeu R$ 89 mil de Fabrício Queiroz?; 178; 4427; 40243; 93; https://twitter.com/lauraabcarvalho/status/1297648602119057411; None; None
2020-08-22 18:33:25+00:00; lauraabcarvalho; @thiamparo Quando você nem era famoso! Hahaha ❤️😘; 1; 0; 58; 0; https://twitter.com/lauraabcarvalho/status/1297240474118389760; None; None
2020-08-22 10:04:57+00:00; lauraabcarvalho; @FlaviaV99008396 Bom, dá pra dizer que eu já escrevi um livro contra-argumentando esse editorial: Valsa Brasileira; 4; 8; 410; 1; https://twitter.com/lauraabcarvalho/status/1297112514623307776; None; None
2020-08-22 09:51:38+00:00; lauraabcarvalho; Que horror esse editorial. https://t.co/pP6vPdIuky; 194; 345; 5391; 30; https://twitter.com/lauraabcarvalho/status/1297109164431474688; None; https://twitter.com/folha/status/1297013383275982848
2020-08-21 23:26:56+00:00; lauraabcarvalho; @jphbraga Frente ampla!; 0; 0; 1; 0; https://twitter.com/lauraabcarvalho/status/1296951952165740544; None; None
2020-08-21 22:57:44+00:00; lauraabcarvalho; Né @jphbraga ?; 2; 1; 3; 0; https://twitter.com/lauraabcarvalho/status/1296944602746847233; None; None
2020-08-21 22:56:47+00:00; lauraabcarvalho; Ali entre a 14 e 19 https://t.co/brXyp3tb75; 138; 10; 230; 66; https://twitter.com/lauraabcarvalho/status/1296944366670557193; None; https://twitter.com/tomsfleur/status/1295119581967552512
2020-08-21 14:51:34+00:00; lauraabcarvalho; @jhvaranda @leobudget Sim, muda a partir das novas projeções. A proposta que fiz está descrita aqui: https://t.co/Op4KtLd7J8; 1; 1; 20; 1; https://twitter.com/lauraabcarvalho/status/1296822258619633671; None; None
2020-08-21 14:37:45+00:00; lauraabcarvalho; @leobudget Na verdade o que propus foi um alvo para a dívida como base para a fixação dos limites plurianuais para o crescimento dos gastos e não utilizar uma meta pra dívida como regra operacional. Acho que na reportagem ficou confuso.; 1; 1; 23; 0; https://twitter.com/lauraabcarvalho/status/1296818781835137025; None; None
2020-08-21 12:08:52+00:00; lauraabcarvalho; A coluna de hoje parte da nota divulgada pela @IFIBrasil na quarta para discutir a necessidade de revisão do teto de gastos: nem as manobras para furá-lo e nem os gatilhos que reduzem o crescimento das despesas obrigatórias resolvem o problema  https://t.co/15RU5mCKVF; 8; 52; 352; 7; https://twitter.com/lauraabcarvalho/status/1296781310640496640; None; None
2020-08-20 22:34:22+00:00; lauraabcarvalho; @marilizpj Era o meu caso. E tava todo mundo de máscara e muito vazio. Deu tudo certo eu acho: daqui a uns 10 dias vou saber; 2; 0; 15; 0; https://twitter.com/lauraabcarvalho/status/1296576336119693314; None; None
2020-08-20 22:27:50+00:00; lauraabcarvalho; @marilizpj Cortei esse final de semana depois de 9 meses. Não aguentei.; 2; 0; 27; 0; https://twitter.com/lauraabcarvalho/status/1296574690807500802; None; None
2020-08-19 21:17:00+00:00; lauraabcarvalho; @IMedicis @fefito @jeferson @gduvivier Eu valorizei!! O @jeferson e @gduvivier que se enganam pelas aparências; 1; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1296194478215225344; None; None
2020-08-19 14:06:24+00:00; lauraabcarvalho; Esse debate merece um pouco mais de precisão mesmo https://t.co/59wzo3txHT; 8; 6; 77; 0; https://twitter.com/lauraabcarvalho/status/1296086115980644358; None; https://twitter.com/leobudget/status/1296051982902452224
2020-08-18 17:21:45+00:00; lauraabcarvalho; @VinhasLubia Chocadíssima com a minha ignorância e com saber que ela é só mais uma. Haha amei; 2; 0; 6; 0; https://twitter.com/lauraabcarvalho/status/1295772888180625413; None; None
2020-08-18 17:12:46+00:00; lauraabcarvalho; @profrodrigo Aconteceu no primeiro dia; 1; 0; 3; 0; https://twitter.com/lauraabcarvalho/status/1295770628830756864; None; None
2020-08-18 16:57:43+00:00; lauraabcarvalho; https://t.co/EXSfmdmiTA; 33; 5; 1034; 2; https://twitter.com/lauraabcarvalho/status/1295766840132677634; None; None
2020-08-18 16:52:36+00:00; lauraabcarvalho; Anita minha gata foi castrada e precisa usar uma roupinha pra não mexer nos pontos. Hoje ela apareceu sem a roupinha e resolvi levantar o sofá pra procurar dentro: achei a roupinha, todos os brinquedos que dei pra ela, 3 meias e 5 elásticos de cabelo. Tanta coisa fez sentido; 71; 30; 2749; 16; https://twitter.com/lauraabcarvalho/status/1295765551923503104; None; None
2020-08-18 14:23:35+00:00; lauraabcarvalho; O manifesto por um debate construtivo sobre o teto de gastos e as regras fiscais brasileiras do Braulio Borges eu assinaria sem pensar duas vezes.  https://t.co/1IgML0RCDg; 6; 34; 379; 4; https://twitter.com/lauraabcarvalho/status/1295728052769558529; None; None
2020-08-18 11:45:49+00:00; lauraabcarvalho; Atendendo a pedidos, o episódio de hoje aborda esse tema controverso: quanto e como é possível economizar com funcionalismo? https://t.co/uvCAbeWeQt; 4; 32; 289; 0; https://twitter.com/lauraabcarvalho/status/1295688346430300160; None; https://twitter.com/entretanto_pod/status/1295688003659145216
2020-08-16 21:43:30+00:00; lauraabcarvalho; @Vinicius_L_A @GrazielleDavid @IFIBrasil @FelipeSalto @danielvcouri Mas e se for via restos a pagar? Não serve pra acionar?; 1; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1295113985918935047; None; None
2020-08-16 21:38:14+00:00; lauraabcarvalho; @GrazielleDavid @IFIBrasil @FelipeSalto @danielvcouri @Vinicius_L_A Acompanhando aqui porque também quero entender isso. Eu tinha entendido ano passado que precisavam da PEC da Emergência Fiscal pra acionar os gatilhos justamente porque não seria possível descumprir o teto no Orçamento enviado.; 1; 0; 10; 0; https://twitter.com/lauraabcarvalho/status/1295112656727277570; None; None
